10,1950,1.05333333
11,1950,1.0403125
12,1950,1.05307813
1,1951,1.051875
2,1951,1.049125
3,1951,1.04729687
4,1951,1.0596131
5,1951,1.06370739
6,1951,1.06939063
7,1951,1.06066964
8,1951,1.05574728
9,1951,1.05559211
10,1951,1.05085227
11,1951,1.04336648
12,1951,1.02585937
1,1952,1.00480114
2,1952,1.00101563
3,1952,0.99589286
4,1952,0.98092187
5,1952,0.98380682
6,1952,0.97917187
7,1952,0.96909091
8,1952,0.96132441
9,1952,0.95976191
10,1952,0.96426136
11,1952,0.97662829
12,1952,0.97058239
1,1953,0.97053571
2,1953,0.97726562
3,1953,0.98332386
4,1953,0.98371875
5,1953,0.99409375
6,1953,0.99438988
7,1953,0.99183239
8,1953,0.98825893
9,1953,0.98425595
10,1953,0.98254464
11,1953,0.9776875
12,1953,0.97309659
1,1954,0.972875
2,1954,0.9665
3,1954,0.97080163
4,1954,0.98246875
5,1954,0.98432813
6,1954,0.98133523
7,1954,0.97440476
8,1954,0.97017045
9,1954,0.96965774
10,1954,0.96984375
11,1954,0.96922619
12,1954,0.96801631
1,1955,0.96604167
2,1955,0.97685937
3,1955,0.98425272
4,1955,0.98616776
5,1955,0.98589286
6,1955,0.9843892
7,1955,0.9845625
8,1955,0.98510869
9,1955,0.98778274
10,1955,0.99534375
11,1955,0.99943453
12,1955,0.99946429
1,1956,0.9986756
2,1956,0.99907738
3,1956,0.99869048
4,1956,0.99678125
5,1956,0.99177557
6,1956,0.9853125
7,1956,0.98184524
8,1956,0.98116848
9,1956,0.97766447
10,1956,0.97323864
11,1956,0.96436079
12,1956,0.96048438
1,1957,0.96065341
2,1957,0.95834375
3,1957,0.95608631
4,1957,0.959685
5,1957,0.955625
6,1957,0.95321875
7,1957,0.9509233
8,1957,0.94796875
9,1957,0.95917188
10,1957,0.96471591
11,1957,0.96235937
12,1957,0.97738095
1,1958,0.98473011
2,1958,0.98098437
3,1958,0.97733631
4,1958,0.9705625
5,1958,0.96690476
6,1958,0.96180059
7,1958,0.96
8,1958,0.96462798
9,1958,0.97683036
10,1958,0.97072443
11,1958,0.96833882
12,1958,0.96458807
1,1959,0.96691964
2,1959,0.97489062
3,1959,0.96979687
4,1959,0.96350852
5,1959,0.96289062
6,1959,0.95883523
7,1959,0.95737216
8,1959,0.95444941
9,1959,0.95159226
10,1959,0.94766369
11,1959,0.95028125
12,1959,0.95116477
1,1960,0.95307813
2,1960,0.95168155
3,1960,0.95088315
4,1960,0.96289474
5,1960,0.97806548
6,1960,0.98232955
7,1960,0.97835938
8,1960,0.96975544
9,1960,0.97247024
10,1960,0.97854687
11,1960,0.97669643
12,1960,0.98244048
1,1961,0.99293155
2,1961,0.9895625
3,1961,0.98731534
4,1961,0.98888158
5,1961,0.98754261
6,1961,1.00546875
7,1961,1.03409226
8,1961,1.03149456
