Year,Month,Day,Close,AdjustedClose
1988,4,1,0.00,0.00
1988,4,4,3312.90,3304.49
1988,4,5,3328.30,3319.85
1988,4,6,3360.90,3352.36
1988,4,7,3369.50,3360.94
1988,4,8,3381.00,3372.41
1988,4,11,3384.40,3375.81
1988,4,12,3402.40,3393.76
1988,4,13,3397.70,3389.07
1988,4,14,3344.20,3335.71
1988,4,15,3350.30,3341.79
1988,4,18,3371.30,3362.74
1988,4,19,3373.70,3365.13
1988,4,20,3345.40,3336.90
1988,4,21,3329.60,3321.14
1988,4,22,3332.90,3324.44
1988,4,25,3336.00,3327.53
1988,4,26,3344.00,3335.51
1988,4,27,3345.90,3337.40
1988,4,28,3341.00,3332.52
1988,4,29,3339.80,3331.32
1988,5,2,3340.10,3331.62
1988,5,3,3351.30,3342.79
1988,5,4,3335.50,3327.03
1988,5,5,3316.00,3307.58
1988,5,6,3307.20,3298.80
1988,5,9,3285.90,3277.56
1988,5,10,3292.50,3284.14
1988,5,11,3228.70,3220.50
1988,5,12,3220.90,3212.72
1988,5,13,3237.50,3229.28
1988,5,16,3237.00,3228.78
1988,5,17,3223.20,3215.01
1988,5,18,3178.50,3170.43
1988,5,19,3169.00,3160.95
1988,5,20,3173.50,3165.44
1988,5,23,0.00,0.00
1988,5,24,3183.50,3175.42
1988,5,25,3179.60,3171.53
1988,5,26,3176.20,3168.13
1988,5,27,3173.10,3165.04
1988,5,30,3187.00,3178.91
1988,5,31,3249.20,3240.95
1988,6,1,3279.40,3271.07
1988,6,2,3306.40,3298.00
1988,6,3,3325.00,3316.56
1988,6,6,3340.30,3331.82
1988,6,7,3332.60,3324.14
1988,6,8,3366.50,3357.95
1988,6,9,3378.20,3369.62
1988,6,10,3379.90,3371.32
1988,6,13,3376.60,3368.03
1988,6,14,3396.20,3387.58
1988,6,15,3399.90,3391.27
1988,6,16,3392.00,3383.39
1988,6,17,3413.00,3404.33
1988,6,20,3394.30,3385.68
1988,6,21,3416.30,3407.62
1988,6,22,3443.30,3434.56
1988,6,23,3440.00,3431.26
1988,6,24,3449.90,3441.14
1988,6,27,3411.70,3403.04
1988,6,28,3435.20,3426.48
1988,6,29,3430.10,3421.39
1988,6,30,3441.50,3432.76
1988,7,1,0.00,0.00
1988,7,4,3444.00,3435.25
1988,7,5,3465.40,3456.60
1988,7,6,3454.90,3446.13
1988,7,7,3458.00,3449.22
1988,7,8,3456.60,3447.82
1988,7,11,3447.90,3439.14
1988,7,12,3417.60,3408.92
1988,7,13,3419.80,3411.12
1988,7,14,3431.70,3422.99
1988,7,15,3448.60,3439.84
1988,7,18,3431.70,3422.99
1988,7,19,3415.70,3407.03
1988,7,20,3420.80,3412.11
1988,7,21,3395.70,3387.08
1988,7,22,3381.70,3373.11
1988,7,25,3362.30,3353.76
1988,7,26,3357.30,3348.77
1988,7,27,3333.50,3325.03
1988,7,28,3350.40,3341.89
1988,7,29,3376.70,3368.12
1988,8,1,0.00,0.00
1988,8,2,3365.40,3356.85
1988,8,3,3354.00,3345.48
1988,8,4,3346.00,3337.50
1988,8,5,3345.40,3336.90
1988,8,8,3339.60,3331.12
1988,8,9,3310.00,3301.59
1988,8,10,3274.90,3266.58
1988,8,11,3277.90,3269.58
1988,8,12,3285.20,3276.86
1988,8,15,3262.30,3254.02
1988,8,16,3268.70,3260.40
1988,8,17,3265.40,3257.11
1988,8,18,3273.30,3264.99
1988,8,19,3279.20,3270.87
1988,8,22,3251.40,3243.14
1988,8,23,3242.00,3233.77
1988,8,24,3279.20,3270.87
1988,8,25,3253.90,3245.64
1988,8,26,3265.30,3257.01
1988,8,29,3280.50,3272.17
1988,8,30,3274.10,3265.79
1988,8,31,3285.80,3277.46
1988,9,1,3263.20,3254.91
1988,9,2,3290.00,3281.65
1988,9,5,0.00,0.00
1988,9,6,3299.80,3291.42
1988,9,7,3297.90,3289.53
1988,9,8,3291.90,3283.54
1988,9,9,3269.20,3260.90
1988,9,12,3256.40,3248.13
1988,9,13,3264.30,3256.01
1988,9,14,3276.50,3268.18
1988,9,15,3261.30,3253.02
1988,9,16,3261.80,3253.52
1988,9,19,3255.40,3247.13
1988,9,20,3261.20,3252.92
1988,9,21,3258.60,3250.33
1988,9,22,3252.30,3244.04
1988,9,23,3260.40,3252.12
1988,9,26,3260.60,3252.32
1988,9,27,3262.20,3253.92
1988,9,28,3266.20,3257.91
1988,9,29,3283.00,3274.66
1988,9,30,3283.70,3275.36
1988,10,3,3284.50,3276.16
1988,10,4,3295.90,3287.53
1988,10,5,3310.30,3301.89
1988,10,6,3343.10,3334.61
1988,10,7,3398.40,3389.77
1988,10,10,0.00,0.00
1988,10,11,3390.70,3382.09
1988,10,12,3367.50,3358.95
1988,10,13,3371.60,3363.04
1988,10,14,3373.80,3365.23
1988,10,17,3376.80,3368.22
1988,10,18,3385.20,3376.60
1988,10,19,3380.00,3371.42
1988,10,20,3405.10,3396.45
1988,10,21,3416.80,3408.12
1988,10,24,3411.60,3402.94
1988,10,25,3424.50,3415.80
1988,10,26,3430.20,3421.49
1988,10,27,3404.70,3396.05
1988,10,28,3405.50,3396.85
1988,10,31,3395.50,3386.88
1988,11,1,3396.60,3387.97
1988,11,2,3378.60,3370.02
1988,11,3,3373.10,3364.53
1988,11,4,3335.80,3327.33
1988,11,7,3260.70,3252.42
1988,11,8,3278.20,3269.88
1988,11,9,3262.20,3253.92
1988,11,10,3259.30,3251.02
1988,11,11,3231.10,3222.89
1988,11,14,3232.20,3223.99
1988,11,15,3245.00,3236.76
1988,11,16,3209.80,3201.65
1988,11,17,3198.60,3190.48
1988,11,18,3221.10,3212.92
1988,11,21,3265.40,3257.11
1988,11,22,3258.70,3250.42
1988,11,23,3246.10,3237.86
1988,11,24,3265.00,3256.71
1988,11,25,3275.00,3266.68
1988,11,28,3261.20,3252.92
1988,11,29,3273.60,3265.29
1988,11,30,3294.70,3286.33
1988,12,1,3300.50,3292.12
1988,12,2,3293.30,3284.94
1988,12,5,3311.20,3302.79
1988,12,6,3314.30,3305.88
1988,12,7,3324.10,3315.66
1988,12,8,3307.20,3298.80
1988,12,9,3301.00,3292.62
1988,12,12,3295.20,3286.83
1988,12,13,3295.80,3287.43
1988,12,14,3290.00,3281.65
1988,12,15,3284.00,3275.66
1988,12,16,3303.00,3294.61
1988,12,19,3320.30,3311.87
1988,12,20,3331.00,3322.54
1988,12,21,3354.90,3346.38
1988,12,22,3358.60,3350.07
1988,12,23,3366.00,3357.45
1988,12,26,0.00,0.00
1988,12,27,3361.60,3353.06
1988,12,28,3359.30,3350.77
1988,12,29,3372.00,3363.44
1988,12,30,3390.00,3381.39
1989,1,2,0.00,0.00
1989,1,3,3353.10,3344.59
1989,1,4,3381.80,3373.21
1989,1,5,3409.00,3400.34
1989,1,6,3419.20,3410.52
1989,1,9,3445.10,3436.35
1989,1,10,3444.40,3435.65
1989,1,11,3468.50,3459.69
1989,1,12,3486.30,3477.45
1989,1,13,3492.40,3483.53
1989,1,16,3504.60,3495.70
1989,1,17,3504.80,3495.90
1989,1,18,3532.20,3523.23
1989,1,19,3557.30,3548.27
1989,1,20,3573.40,3564.33
1989,1,23,3558.50,3549.46
1989,1,24,3554.90,3545.87
1989,1,25,3567.80,3558.74
1989,1,26,3608.10,3598.94
1989,1,27,3617.60,3608.41
1989,1,30,3612.20,3603.03
1989,1,31,3616.60,3607.42
1989,2,1,3640.60,3631.36
1989,2,2,3653.50,3644.22
1989,2,3,3667.00,3657.69
1989,2,6,3661.80,3652.50
1989,2,7,3679.70,3670.36
1989,2,8,3696.10,3686.71
1989,2,9,3652.10,3642.83
1989,2,10,3594.70,3585.57
1989,2,13,3589.70,3580.58
1989,2,14,3629.70,3620.48
1989,2,15,3609.90,3600.73
1989,2,16,3606.70,3597.54
1989,2,17,3610.70,3601.53
1989,2,20,3599.00,3589.86
1989,2,21,3608.20,3599.04
1989,2,22,3584.00,3574.90
1989,2,23,3588.30,3579.19
1989,2,24,3562.00,3552.95
1989,2,27,3568.60,3559.54
1989,2,28,3572.10,3563.03
1989,3,1,3551.60,3542.58
1989,3,2,3577.30,3568.22
1989,3,3,3594.30,3585.17
1989,3,6,3611.90,3602.73
1989,3,7,3620.80,3611.61
1989,3,8,3632.40,3623.18
1989,3,9,3638.00,3628.76
1989,3,10,3631.20,3621.98
1989,3,13,3637.10,3627.86
1989,3,14,3624.70,3615.50
1989,3,15,3622.10,3612.90
1989,3,16,3651.70,3642.43
1989,3,17,3614.30,3605.12
1989,3,20,3576.70,3567.62
1989,3,21,3578.20,3569.11
1989,3,22,3558.10,3549.06
1989,3,23,3546.90,3537.89
1989,3,24,0.00,0.00
1989,3,27,3555.40,3546.37
1989,3,28,3560.80,3551.76
1989,3,29,3560.90,3551.86
1989,3,30,3561.00,3551.96
1989,3,31,3578.20,3569.11
1989,4,3,3562.20,3553.15
1989,4,4,3552.60,3543.58
1989,4,5,3556.10,3547.07
1989,4,6,3551.80,3542.78
1989,4,7,3553.00,3543.98
1989,4,10,3552.90,3543.88
1989,4,11,3571.70,3562.63
1989,4,12,3568.60,3559.54
1989,4,13,3555.60,3546.57
1989,4,14,3577.80,3568.71
1989,4,17,3575.60,3566.52
1989,4,18,3595.90,3586.77
1989,4,19,3599.90,3590.76
1989,4,20,3595.40,3586.27
1989,4,21,3602.50,3593.35
1989,4,24,3606.20,3597.04
1989,4,25,3585.10,3576.00
1989,4,26,3578.20,3569.11
1989,4,27,3600.60,3591.46
1989,4,28,3627.90,3618.69
1989,5,1,3613.10,3603.92
1989,5,2,3605.80,3596.64
1989,5,3,3588.80,3579.69
1989,5,4,3597.60,3588.46
1989,5,5,3599.20,3590.06
1989,5,8,3580.00,3570.91
1989,5,9,3568.90,3559.84
1989,5,10,3575.10,3566.02
1989,5,11,3592.20,3583.08
1989,5,12,3638.70,3629.46
1989,5,15,3661.20,3651.90
1989,5,16,3658.80,3649.51
1989,5,17,3669.50,3660.18
1989,5,18,3675.40,3666.07
1989,5,19,3686.80,3677.44
1989,5,22,0.00,0.00
1989,5,23,3657.70,3648.41
1989,5,24,3667.40,3658.09
1989,5,25,3667.70,3658.39
1989,5,26,3683.20,3673.85
1989,5,29,3687.00,3677.64
1989,5,30,3690.20,3680.83
1989,5,31,3707.40,3697.99
1989,6,1,3718.90,3709.46
1989,6,2,3730.10,3720.63
1989,6,5,3722.00,3712.55
1989,6,6,3757.10,3747.56
1989,6,7,3785.70,3776.09
1989,6,8,3806.00,3796.33
1989,6,9,3802.40,3792.74
1989,6,12,3805.10,3795.44
1989,6,13,3787.00,3777.38
1989,6,14,3769.70,3760.13
1989,6,15,3737.40,3727.91
1989,6,16,3745.10,3735.59
1989,6,19,3751.10,3741.57
1989,6,20,3746.90,3737.38
1989,6,21,3730.50,3721.03
1989,6,22,3740.00,3730.50
1989,6,23,3773.20,3763.62
1989,6,26,3772.80,3763.22
1989,6,27,3778.40,3768.80
1989,6,28,3766.60,3757.03
1989,6,29,3743.50,3733.99
1989,6,30,3760.90,3751.35
1989,7,3,0.00,0.00
1989,7,4,3756.00,3746.46
1989,7,5,3772.20,3762.62
1989,7,6,3776.50,3766.91
1989,7,7,3802.20,3792.54
1989,7,10,3800.10,3790.45
1989,7,11,3816.70,3807.01
1989,7,12,3837.40,3827.65
1989,7,13,3842.40,3832.64
1989,7,14,3849.20,3839.43
1989,7,17,3854.70,3844.91
1989,7,18,3853.40,3843.61
1989,7,19,3872.60,3862.77
1989,7,20,3886.20,3876.33
1989,7,21,3901.40,3891.49
1989,7,24,3893.80,3883.91
1989,7,25,3899.80,3889.90
1989,7,26,3935.20,3925.21
1989,7,27,3958.80,3948.75
1989,7,28,3966.80,3956.73
1989,7,31,3970.80,3960.72
1989,8,1,3963.80,3953.73
1989,8,2,3980.50,3970.39
1989,8,3,3981.00,3970.89
1989,8,4,3985.10,3974.98
1989,8,7,0.00,0.00
1989,8,8,4013.90,4003.71
1989,8,9,4003.70,3993.53
1989,8,10,4019.60,4009.39
1989,8,11,3996.40,3986.25
1989,8,14,3994.30,3984.16
1989,8,15,4002.10,3991.94
1989,8,16,4013.40,4003.21
1989,8,17,3994.10,3983.96
1989,8,18,3982.00,3971.89
1989,8,21,3960.50,3950.44
1989,8,22,3935.40,3925.41
1989,8,23,3942.10,3932.09
1989,8,24,3979.50,3969.39
1989,8,25,3974.70,3964.61
1989,8,28,3968.10,3958.02
1989,8,29,3991.40,3981.26
1989,8,30,4009.10,3998.92
1989,8,31,4010.20,4000.02
1989,9,1,4014.60,4004.41
1989,9,4,0.00,0.00
1989,9,5,3998.80,3988.65
1989,9,6,3971.30,3961.22
1989,9,7,3963.20,3953.14
1989,9,8,3962.50,3952.44
1989,9,11,3926.30,3916.33
1989,9,12,3927.50,3917.53
1989,9,13,3917.00,3907.05
1989,9,14,3891.20,3881.32
1989,9,15,3896.30,3886.41
1989,9,18,3899.30,3889.40
1989,9,19,3901.00,3891.09
1989,9,20,3906.50,3896.58
1989,9,21,3901.30,3891.39
1989,9,22,3909.50,3899.57
1989,9,25,3901.20,3891.29
1989,9,26,3921.00,3911.04
1989,9,27,3918.10,3908.15
1989,9,28,3941.00,3930.99
1989,9,29,3943.00,3932.99
1989,10,2,3972.80,3962.71
1989,10,3,4011.90,4001.71
1989,10,4,4019.70,4009.49
1989,10,5,4023.10,4012.88
1989,10,6,4037.80,4027.55
1989,10,9,0.00,0.00
1989,10,10,4025.40,4015.18
1989,10,11,4008.50,3998.32
1989,10,12,4012.40,4002.21
1989,10,13,3870.70,3860.87
1989,10,16,3927.30,3917.33
1989,10,17,3904.20,3894.29
1989,10,18,3929.50,3919.52
1989,10,19,3969.70,3959.62
1989,10,20,3954.80,3944.76
1989,10,23,3912.20,3902.26
1989,10,24,3899.10,3889.20
1989,10,25,3906.70,3896.78
1989,10,26,3886.40,3876.53
1989,10,27,3884.30,3874.44
1989,10,30,3887.20,3877.33
1989,10,31,3918.60,3908.65
1989,11,1,3935.60,3925.61
1989,11,2,3935.70,3925.71
1989,11,3,3929.10,3919.12
1989,11,6,3906.80,3896.88
1989,11,7,3923.30,3913.34
1989,11,8,3937.00,3927.00
1989,11,9,3931.50,3921.52
1989,11,10,3943.70,3933.69
1989,11,13,3949.70,3939.67
1989,11,14,3943.10,3933.09
1989,11,15,3968.70,3958.62
1989,11,16,3946.00,3935.98
1989,11,17,3957.60,3947.55
1989,11,20,3947.50,3937.48
1989,11,21,3933.60,3923.61
1989,11,22,3920.60,3910.64
1989,11,23,3916.00,3906.06
1989,11,24,3933.50,3923.51
1989,11,27,3930.70,3920.72
1989,11,28,3926.80,3916.83
1989,11,29,3946.70,3936.68
1989,11,30,3942.80,3932.79
1989,12,1,3958.70,3948.65
1989,12,4,3952.70,3942.66
1989,12,5,3939.80,3929.79
1989,12,6,3951.70,3941.66
1989,12,7,3969.50,3959.42
1989,12,8,3982.70,3972.59
1989,12,11,3989.40,3979.27
1989,12,12,4003.00,3992.83
1989,12,13,4005.80,3995.63
1989,12,14,3995.30,3985.15
1989,12,15,3986.20,3976.08
1989,12,18,3958.50,3948.45
1989,12,19,3915.80,3905.86
1989,12,20,3920.20,3910.24
1989,12,21,3942.10,3932.09
1989,12,22,3937.20,3927.20
1989,12,25,0.00,0.00
1989,12,26,0.00,0.00
1989,12,27,3932.20,3922.21
1989,12,28,3932.20,3922.21
1989,12,29,3969.80,3959.72
1990,1,1,0.00,0.00
1990,1,2,4004.40,3994.23
1990,1,3,4009.50,3999.32
1990,1,4,4000.90,3990.74
1990,1,5,3990.40,3980.27
1990,1,8,3971.10,3961.02
1990,1,9,3952.40,3942.36
1990,1,10,3941.60,3931.59
1990,1,11,3941.70,3931.69
1990,1,12,3881.80,3871.94
1990,1,15,3894.00,3884.11
1990,1,16,3900.00,3890.10
1990,1,17,3872.30,3862.47
1990,1,18,3857.40,3847.60
1990,1,19,3865.10,3855.28
1990,1,22,3801.50,3791.85
1990,1,23,3812.70,3803.02
1990,1,24,3761.50,3751.95
1990,1,25,3749.40,3739.88
1990,1,26,3733.70,3724.22
1990,1,29,3722.50,3713.05
1990,1,30,3707.00,3697.59
1990,1,31,3704.40,3694.99
1990,2,1,3709.10,3699.68
1990,2,2,3719.60,3710.15
1990,2,5,3767.20,3757.63
1990,2,6,3769.10,3759.53
1990,2,7,3779.20,3769.60
1990,2,8,3783.30,3773.69
1990,2,9,3777.80,3768.21
1990,2,12,3766.30,3756.74
1990,2,13,3751.90,3742.37
1990,2,14,3750.40,3740.88
1990,2,15,3732.70,3723.22
1990,2,16,3731.70,3722.22
1990,2,19,3735.00,3725.52
1990,2,20,3692.30,3682.92
1990,2,21,3672.50,3663.17
1990,2,22,3668.60,3659.28
1990,2,23,3652.60,3643.32
1990,2,26,3649.50,3640.23
1990,2,27,3660.30,3651.00
1990,2,28,3686.70,3677.34
1990,3,1,3700.20,3690.80
1990,3,2,3707.40,3697.99
1990,3,5,3712.00,3702.57
1990,3,6,3723.20,3713.75
1990,3,7,3728.60,3719.13
1990,3,8,3752.00,3742.47
1990,3,9,3732.90,3723.42
1990,3,12,3740.20,3730.70
1990,3,13,3734.10,3724.62
1990,3,14,3734.60,3725.12
1990,3,15,3757.40,3747.86
1990,3,16,3760.70,3751.15
1990,3,19,3772.10,3762.52
1990,3,20,3744.60,3735.09
1990,3,21,3735.80,3726.31
1990,3,22,3704.90,3695.49
1990,3,23,3701.40,3692.00
1990,3,26,3667.50,3658.19
1990,3,27,3678.50,3669.16
1990,3,28,3677.30,3667.96
1990,3,29,3665.90,3656.59
1990,3,30,3639.50,3630.26
1990,4,2,3612.20,3603.03
1990,4,3,3648.10,3638.84
1990,4,4,3635.00,3625.77
1990,4,5,3630.60,3621.38
1990,4,6,3632.30,3623.08
1990,4,9,3613.60,3604.42
1990,4,10,3594.90,3585.77
1990,4,11,3565.80,3556.74
1990,4,12,3561.10,3552.06
1990,4,13,0.00,0.00
1990,4,16,3549.30,3540.29
1990,4,17,3513.30,3504.38
1990,4,18,3476.40,3467.57
1990,4,19,3410.60,3401.94
1990,4,20,3355.60,3347.08
1990,4,23,3344.10,3335.61
1990,4,24,3341.00,3332.52
1990,4,25,3343.20,3334.71
1990,4,26,3369.50,3360.94
1990,4,27,3336.10,3327.63
1990,4,30,3340.90,3332.42
1990,5,1,3334.10,3325.63
1990,5,2,3340.30,3331.82
1990,5,3,3346.70,3338.20
1990,5,4,3367.80,3359.25
1990,5,7,3421.50,3412.81
1990,5,8,3438.00,3429.27
1990,5,9,3464.00,3455.20
1990,5,10,3486.50,3477.65
1990,5,11,3535.00,3526.02
1990,5,14,3526.50,3517.54
1990,5,15,3505.30,3496.40
1990,5,16,3486.80,3477.95
1990,5,17,3509.40,3500.49
1990,5,18,3521.30,3512.36
1990,5,21,0.00,0.00
1990,5,22,3540.50,3531.51
1990,5,23,3519.40,3510.46
1990,5,24,3510.60,3501.69
1990,5,25,3494.70,3485.83
1990,5,28,3497.00,3488.12
1990,5,29,3524.20,3515.25
1990,5,30,3565.60,3556.55
1990,5,31,3582.00,3572.90
1990,6,1,3593.00,3583.88
1990,6,4,3601.50,3592.35
1990,6,5,3596.70,3587.57
1990,6,6,3611.90,3602.73
1990,6,7,3604.60,3595.45
1990,6,8,3571.30,3562.23
1990,6,11,3578.70,3569.61
1990,6,12,3607.70,3598.54
1990,6,13,3605.70,3596.54
1990,6,14,3577.10,3568.02
1990,6,15,3569.10,3560.04
1990,6,18,3519.90,3510.96
1990,6,19,3529.10,3520.14
1990,6,20,3530.50,3521.53
1990,6,21,3526.20,3517.25
1990,6,22,3490.70,3481.84
1990,6,25,3474.20,3465.38
1990,6,26,3495.10,3486.22
1990,6,27,3519.30,3510.36
1990,6,28,3529.90,3520.94
1990,6,29,3543.90,3534.90
1990,7,2,0.00,0.00
1990,7,3,3559.90,3550.86
1990,7,4,3575.00,3565.92
1990,7,5,3551.30,3542.28
1990,7,6,3549.80,3540.79
1990,7,9,3540.60,3531.61
1990,7,10,3527.90,3518.94
1990,7,11,3544.50,3535.50
1990,7,12,3569.80,3560.73
1990,7,13,3596.40,3587.27
1990,7,16,3638.90,3629.66
1990,7,17,3613.40,3604.22
1990,7,18,3580.80,3571.71
1990,7,19,3574.90,3565.82
1990,7,20,3577.70,3568.61
1990,7,23,3548.20,3539.19
1990,7,24,3547.60,3538.59
1990,7,25,3554.40,3545.37
1990,7,26,3543.50,3534.50
1990,7,27,3541.90,3532.91
1990,7,30,3540.70,3531.71
1990,7,31,3561.10,3552.06
1990,8,1,3569.20,3560.14
1990,8,2,3547.00,3537.99
1990,8,3,3516.90,3507.97
1990,8,6,0.00,0.00
1990,8,7,3470.70,3461.89
1990,8,8,3476.00,3467.17
1990,8,9,3476.90,3468.07
1990,8,10,3476.60,3467.77
1990,8,13,3478.50,3469.67
1990,8,14,3497.50,3488.62
1990,8,15,3508.10,3499.19
1990,8,16,3510.00,3501.09
1990,8,17,3491.90,3483.03
1990,8,20,3487.70,3478.84
1990,8,21,3457.70,3448.92
1990,8,22,3431.20,3422.49
1990,8,23,3359.30,3350.77
1990,8,24,3361.20,3352.66
1990,8,27,3358.30,3349.77
1990,8,28,3354.20,3345.68
1990,8,29,3339.70,3331.22
1990,8,30,3329.80,3321.34
1990,8,31,3346.30,3337.80
1990,9,3,0.00,0.00
1990,9,4,3333.30,3324.84
1990,9,5,3333.20,3324.74
1990,9,6,3312.80,3304.39
1990,9,7,3287.00,3278.65
1990,9,10,3287.70,3279.35
1990,9,11,3272.20,3263.89
1990,9,12,3271.70,3263.39
1990,9,13,3264.40,3256.11
1990,9,14,3253.70,3245.44
1990,9,17,3262.00,3253.72
1990,9,18,3266.70,3258.40
1990,9,19,3275.60,3267.28
1990,9,20,3256.40,3248.13
1990,9,21,3235.40,3227.18
1990,9,24,3227.10,3218.91
1990,9,25,3205.90,3197.76
1990,9,26,3181.50,3173.42
1990,9,27,3161.50,3153.47
1990,9,28,3159.40,3151.38
1990,10,1,3175.70,3167.64
1990,10,2,3191.40,3183.30
1990,10,3,3179.50,3171.43
1990,10,4,3176.00,3167.93
1990,10,5,3166.90,3158.86
1990,10,8,0.00,0.00
1990,10,9,3139.50,3131.53
1990,10,10,3109.90,3102.00
1990,10,11,3055.30,3047.54
1990,10,12,3047.90,3040.16
1990,10,15,3032.80,3025.10
1990,10,16,3009.90,3002.26
1990,10,17,3023.40,3015.72
1990,10,18,3060.00,3052.23
1990,10,19,3086.60,3078.76
1990,10,22,3115.50,3107.59
1990,10,23,3123.00,3115.07
1990,10,24,3122.50,3114.57
1990,10,25,3129.90,3121.95
1990,10,26,3086.50,3078.66
1990,10,29,3083.40,3075.57
1990,10,30,3083.90,3076.07
1990,10,31,3081.30,3073.48
1990,11,1,3085.00,3077.17
1990,11,2,3085.50,3077.66
1990,11,5,3095.20,3087.34
1990,11,6,3094.70,3086.84
1990,11,7,3071.10,3063.30
1990,11,8,3060.60,3052.83
1990,11,9,3077.40,3069.58
1990,11,12,3120.00,3112.08
1990,11,13,3135.10,3127.14
1990,11,14,3127.60,3119.66
1990,11,15,3114.50,3106.59
1990,11,16,3128.50,3120.56
1990,11,19,3133.00,3125.04
1990,11,20,3107.20,3099.31
1990,11,21,3103.10,3095.22
1990,11,22,3104.00,3096.12
1990,11,23,3118.40,3110.48
1990,11,26,3127.60,3119.66
1990,11,27,3140.00,3132.03
1990,11,28,3144.70,3136.71
1990,11,29,3139.00,3131.03
1990,11,30,3151.00,3143.00
1990,12,3,3162.10,3154.07
1990,12,4,3189.80,3181.70
1990,12,5,3226.50,3218.31
1990,12,6,3239.40,3231.17
1990,12,7,3233.60,3225.39
1990,12,10,3236.90,3228.68
1990,12,11,3239.30,3231.07
1990,12,12,3252.50,3244.24
1990,12,13,3252.60,3244.34
1990,12,14,3244.20,3235.96
1990,12,17,3233.00,3224.79
1990,12,18,3236.90,3228.68
1990,12,19,3253.70,3245.44
1990,12,20,3255.40,3247.13
1990,12,21,3243.80,3235.56
1990,12,24,3239.10,3230.87
1990,12,25,0.00,0.00
1990,12,26,0.00,0.00
1990,12,27,3233.70,3225.49
1990,12,28,3237.50,3229.28
1990,12,31,3256.80,3248.53
1991,1,1,0.00,0.00
1991,1,2,3239.40,3231.17
1991,1,3,3221.70,3213.52
1991,1,4,3216.60,3208.43
1991,1,7,3201.00,3192.87
1991,1,8,3182.40,3174.32
1991,1,9,3169.60,3161.55
1991,1,10,3196.80,3188.68
1991,1,11,3183.60,3175.52
1991,1,14,3167.60,3159.56
1991,1,15,3162.00,3153.97
1991,1,16,3164.50,3156.46
1991,1,17,3201.60,3193.47
1991,1,18,3210.50,3202.35
1991,1,21,3205.20,3197.06
1991,1,22,3196.80,3188.68
1991,1,23,3190.60,3182.50
1991,1,24,3212.60,3204.44
1991,1,25,3233.90,3225.69
1991,1,28,3228.60,3220.40
1991,1,29,3222.30,3214.12
1991,1,30,3248.70,3240.45
1991,1,31,3272.90,3264.59
1991,2,1,3293.50,3285.14
1991,2,4,3327.90,3319.45
1991,2,5,3365.80,3357.25
1991,2,6,3424.00,3415.30
1991,2,7,3431.70,3422.99
1991,2,8,3445.30,3436.55
1991,2,11,3501.20,3492.31
1991,2,12,3504.80,3495.90
1991,2,13,3519.20,3510.26
1991,2,14,3492.30,3483.43
1991,2,15,3506.60,3497.70
1991,2,18,3533.00,3524.03
1991,2,19,3530.90,3521.93
1991,2,20,3493.50,3484.63
1991,2,21,3471.90,3463.08
1991,2,22,3453.30,3444.53
1991,2,25,3445.60,3436.85
1991,2,26,3421.40,3412.71
1991,2,27,3445.10,3436.35
1991,2,28,3462.40,3453.61
1991,3,1,3471.40,3462.58
1991,3,4,3519.10,3510.16
1991,3,5,3561.90,3552.85
1991,3,6,3571.50,3562.43
1991,3,7,3564.00,3554.95
1991,3,8,3571.40,3562.33
1991,3,11,3555.00,3545.97
1991,3,12,3544.40,3535.40
1991,3,13,3550.70,3541.68
1991,3,14,3530.10,3521.14
1991,3,15,3517.20,3508.27
1991,3,18,3515.00,3506.07
1991,3,19,3495.50,3486.62
1991,3,20,3481.30,3472.46
1991,3,21,3478.70,3469.87
1991,3,22,3457.00,3448.22
1991,3,25,3459.80,3451.01
1991,3,26,3467.90,3459.09
1991,3,27,3486.30,3477.45
1991,3,28,3495.70,3486.82
1991,3,29,0.00,0.00
1991,4,1,3486.90,3478.05
1991,4,2,3516.30,3507.37
1991,4,3,3516.40,3507.47
1991,4,4,3524.30,3515.35
1991,4,5,3518.10,3509.17
1991,4,8,3515.70,3506.77
1991,4,9,3505.10,3496.20
1991,4,10,3494.10,3485.23
1991,4,11,3504.80,3495.90
1991,4,12,3509.40,3500.49
1991,4,15,3516.40,3507.47
1991,4,16,3539.70,3530.71
1991,4,17,3545.90,3536.90
1991,4,18,3533.90,3524.93
1991,4,19,3496.00,3487.12
1991,4,22,3491.60,3482.73
1991,4,23,3502.40,3493.51
1991,4,24,3504.10,3495.20
1991,4,25,3502.00,3493.11
1991,4,26,3497.20,3488.32
1991,4,29,3472.20,3463.38
1991,4,30,3468.80,3459.99
1991,5,1,3493.10,3484.23
1991,5,2,3500.90,3492.01
1991,5,3,3491.30,3482.43
1991,5,6,3487.70,3478.84
1991,5,7,3478.80,3469.97
1991,5,8,3482.00,3473.16
1991,5,9,3504.50,3495.60
1991,5,10,3489.80,3480.94
1991,5,13,3492.70,3483.83
1991,5,14,3462.40,3453.61
1991,5,15,3444.70,3435.95
1991,5,16,3456.20,3447.42
1991,5,17,3449.70,3440.94
1991,5,20,0.00,0.00
1991,5,21,3447.60,3438.85
1991,5,22,3448.10,3439.34
1991,5,23,3446.40,3437.65
1991,5,24,3456.90,3448.12
1991,5,27,3456.60,3447.82
1991,5,28,3492.80,3483.93
1991,5,29,3498.40,3489.52
1991,5,30,3519.50,3510.56
