1,1871,100.00
2,1871,101.84
3,1871,104.82
4,1871,108.27
5,1871,111.50
6,1871,111.08
7,1871,109.51
8,1871,111.40
9,1871,113.07
10,1871,107.73
11,1871,109.41
12,1871,112.28
1,1872,115.64
2,1872,116.65
3,1872,121.01
4,1872,124.91
5,1872,125.48
6,1872,124.83
7,1872,124.67
8,1872,123.79
9,1872,122.18
10,1872,123.27
11,1872,123.39
12,1872,127.00
1,1873,128.63
2,1873,130.29
3,1873,129.93
4,1873,128.81
5,1873,129.72
6,1873,128.61
7,1873,129.04
8,1873,129.73
9,1873,120.51
10,1873,110.73
11,1873,107.49
12,1873,118.34
1,1874,125.50
2,1874,130.01
3,1874,128.86
4,1874,126.06
5,1874,123.53
6,1874,123.74
7,1874,124.50
8,1874,125.55
9,1874,128.28
10,1874,128.78
11,1874,130.70
12,1874,130.63
1,1875,131.42
2,1875,131.92
3,1875,134.45
4,1875,136.99
5,1875,132.47
6,1875,130.59
7,1875,131.66
8,1875,133.04
9,1875,132.61
10,1875,131.27
11,1875,134.17
12,1875,134.94
